applicant_id,employment_type,rent_payment_ratio,utility_payment_ratio,telecom_payment_ratio,telecom_tenure_months,monthly_bank_inflow,monthly_bank_outflow,avg_bank_balance,bounce_count_6m,gig_monthly_earnings,gig_earnings_stability,gig_months_active,gig_rating,income_to_expense_ratio,payment_consistency,data_conflict_count,falsified_record_flag,falsification_type,fraud_risk_score,missing_data_ratio,credit_risk_score,decision
A00180,gig,0.828,0.867,0.888,72,78753,48871,25843,1,61682,0.983,33,4.26,1.611,0.861,2,0,none,0.209,0.0,0.104,APPROVE
A00181,gig,0.949,0.874,0.94,41,40790,30573,14868,2,34294,0.853,,4.51,1.334,0.921,0,0,none,0.06,0.083,0.097,APPROVE
A00182,self_employed,0.931,0.877,0.934,45,31085,23149,7755,0,352,0.896,0,,1.343,0.914,1,0,none,0.096,0.083,0.119,APPROVE
A00183,self_employed,0.794,0.752,,56,28673,18764,,2,5298,0.52,,4.19,1.528,0.773,0,0,none,0.074,0.25,0.289,DECLINE
A00184,self_employed,0.999,0.93,0.942,71,16960,10104,6412,0,3078,0.834,20,4.82,1.679,0.957,0,0,none,0.0,0.0,0.079,APPROVE
A00185,gig,0.536,0.697,0.658,15,21870,9517,6879,1,20228,,49,3.78,2.298,0.63,0,0,none,0.124,0.083,0.333,DECLINE
A00186,self_employed,0.911,0.822,0.994,27,56579,29449,21136,0,6267,0.641,37,4.48,1.921,0.909,2,0,none,0.143,0.0,0.102,APPROVE
A00187,self_employed,0.889,0.78,0.886,29,43502,25848,14332,,5876,,40,4.3,1.683,0.852,0,0,none,0.088,0.167,0.132,APPROVE
A00188,gig,0.917,1.0,0.945,23,30738,16870,8771,1,31687,0.855,45,4.89,1.822,0.954,2,0,none,0.124,0.0,0.058,APPROVE
A00189,salaried,0.8,0.751,0.774,40,45023,31980,11797,2,3325,0.439,10,3.81,1.408,0.775,0,0,none,0.135,0.0,0.266,DECLINE
A00190,gig,0.966,0.84,0.857,46,26408,18983,9822,3,,,63,4.19,1.391,0.888,0,0,none,0.045,0.167,0.135,APPROVE
A00191,gig,0.818,,0.919,32,27943,15933,6484,2,22810,0.762,,4.62,1.754,0.869,0,0,none,0.061,0.167,0.153,APPROVE
A00192,self_employed,0.9,0.904,0.799,46,22095,13455,8315,0,0,,0,,1.642,0.868,0,0,none,0.091,0.167,0.064,APPROVE
A00193,gig,0.849,0.873,0.969,30,15053,10116,10229,0,11642,0.96,28,4.3,1.488,0.897,0,0,none,0.042,0.0,0.052,APPROVE
A00194,gig,0.73,0.703,0.802,22,78066,72733,23977,2,49923,0.7,33,4.18,1.073,0.745,0,0,none,0.147,0.0,0.165,REFER
A00195,gig,,0.739,0.792,81,41547,28640,8841,0,31912,0.696,36,4.13,1.451,0.765,0,0,none,0.043,0.083,0.162,REFER
A00196,self_employed,0.74,0.68,0.794,19,35056,26078,10329,4,1786,0.609,,,1.344,0.738,0,0,none,0.184,0.167,0.226,DECLINE
A00197,gig,0.966,1.0,0.995,33,31170,19908,,0,30129,0.941,,4.87,1.566,0.987,1,0,none,0.066,0.167,0.114,APPROVE
A00198,gig,0.875,0.861,0.84,,30918,13233,8401,2,21314,0.838,31,,2.337,0.859,0,0,none,0.088,0.167,0.132,APPROVE
A00199,salaried,1.0,1.0,0.99,88,52377,20126,20659,1,10214,0.791,54,4.54,2.602,0.997,0,0,none,0.093,0.0,0.053,APPROVE
A00200,gig,0.998,0.864,0.941,49,46866,31563,20386,0,37862,0.929,44,4.64,1.485,0.934,0,0,none,0.0,0.0,0.058,APPROVE
A00201,gig,0.916,1.0,1.0,35,21813,10988,6787,0,19974,,53,4.58,1.985,0.972,0,0,none,0.0,0.083,0.059,APPROVE
A00202,salaried,0.906,0.906,0.878,37,80954,50509,31709,0,10492,0.695,41,4.75,1.603,0.897,0,0,none,0.04,0.0,0.117,APPROVE
A00203,gig,0.633,0.675,0.781,12,41623,25341,7405,2,40239,0.563,20,4.24,1.642,0.696,0,0,none,0.043,0.0,0.245,DECLINE
A00204,gig,0.638,0.872,0.789,27,,25804,6587,3,29933,0.535,39,3.92,,0.766,0,0,none,0.182,0.083,0.258,DECLINE
A00205,salaried,0.798,0.856,0.923,46,38916,28806,13128,1,0,0.837,0,,1.351,0.859,0,0,none,0.061,0.083,0.12,APPROVE
A00206,salaried,0.735,0.838,0.848,27,48251,22595,11358,2,8270,0.781,21,4.22,2.135,0.807,0,0,none,0.04,0.0,0.11,APPROVE
A00207,gig,0.811,0.788,0.832,61,49627,,12549,2,37336,0.504,38,4.14,,0.81,0,0,none,0.153,0.083,0.217,DECLINE
A00208,gig,0.828,0.864,0.908,78,44311,28759,,1,38403,0.919,54,4.31,1.541,0.867,0,0,none,0.084,0.083,0.199,REFER
A00209,salaried,0.907,0.797,0.924,43,41924,30474,12821,0,8373,0.681,85,4.29,1.376,0.876,0,0,none,0.086,0.0,0.135,APPROVE
A00210,self_employed,0.678,0.576,0.712,30,45781,25700,17051,5,3396,,14,3.97,1.781,0.655,0,0,none,0.089,0.083,0.294,DECLINE
A00211,self_employed,0.663,0.633,0.686,24,26017,20446,6015,3,4169,0.402,44,4.21,1.272,0.661,0,0,none,0.127,0.0,0.298,DECLINE
A00212,self_employed,0.867,0.827,0.901,45,39923,27967,16101,0,12789,0.632,39,4.52,1.428,0.865,0,0,none,0.118,0.0,0.137,APPROVE
A00213,self_employed,0.759,0.758,0.854,,33581,21349,12477,0,9845,0.776,17,4.0,1.573,0.79,0,0,none,0.179,0.083,0.179,REFER
A00214,self_employed,0.921,,0.941,37,60891,55247,24992,0,795,0.807,0,,1.102,0.931,2,0,none,0.111,0.167,0.142,APPROVE
A00215,gig,1.0,0.924,0.971,40,23185,9054,11672,0,14314,0.732,24,4.55,2.561,0.965,0,0,none,0.094,0.0,0.053,APPROVE
A00216,gig,0.783,0.789,0.949,,61421,36267,18634,2,44872,0.674,18,4.6,1.694,0.84,0,0,none,0.063,0.083,0.137,APPROVE
A00217,salaried,0.894,0.89,0.915,,47338,31870,19135,1,5867,0.811,,4.58,1.485,0.9,0,0,none,0.0,0.167,0.115,APPROVE
A00218,gig,0.816,0.861,0.92,60,21506,10442,9071,0,18930,0.671,42,4.48,2.06,0.865,1,0,none,0.084,0.0,0.166,REFER
A00219,gig,0.835,0.797,0.916,26,18803,11594,4028,0,13499,,16,4.36,1.622,0.849,0,0,none,0.062,0.083,0.146,APPROVE
A00220,salaried,0.779,0.939,0.873,48,46667,16778,16238,0,7848,0.589,40,4.57,2.781,0.864,0,0,none,0.079,0.0,0.125,APPROVE
A00221,gig,0.754,,0.862,29,28976,17553,8062,1,20886,0.621,47,4.4,1.651,0.808,0,0,none,0.145,0.083,0.147,APPROVE
A00222,gig,0.977,0.937,0.973,25,26758,16933,10511,0,22627,0.99,32,4.77,1.58,0.962,0,0,none,0.0,0.0,0.034,APPROVE
A00223,self_employed,0.875,0.928,0.953,39,,10612,8093,0,5900,0.71,21,4.81,,0.919,0,0,none,0.006,0.083,0.103,APPROVE
A00224,self_employed,0.855,0.787,0.82,56,36173,25596,13904,1,1912,0.566,0,,1.413,0.821,0,0,none,0.095,0.083,0.15,APPROVE
A00225,salaried,0.704,0.895,0.818,35,56410,38916,18245,2,4143,0.647,45,4.03,1.45,0.806,0,0,none,0.164,0.0,0.163,REFER
A00226,salaried,0.862,0.903,0.899,35,37519,28246,13301,0,7106,0.792,20,4.58,1.328,0.888,0,0,none,0.092,0.0,0.095,APPROVE
A00227,self_employed,0.638,0.573,0.661,,27127,18796,4161,3,3027,0.375,15,3.85,1.443,0.624,0,0,none,0.089,0.083,0.369,DECLINE
A00228,self_employed,0.833,0.768,0.85,34,38204,26985,11699,0,569,,0,,1.416,0.817,0,0,none,0.024,0.167,0.156,APPROVE
A00229,salaried,0.753,0.873,0.908,42,28448,12435,12456,0,2389,0.657,18,4.82,2.288,0.845,0,0,none,0.029,0.0,0.167,REFER
A00230,gig,0.923,1.0,0.937,26,15224,12419,0,,13889,0.99,24,4.35,1.226,0.953,0,0,none,0.015,0.083,0.091,APPROVE
A00231,gig,0.76,0.808,0.929,27,12811,7199,5507,0,10369,0.689,26,,1.78,0.832,0,0,none,0.066,0.083,0.228,DECLINE
A00232,salaried,0.634,0.677,0.89,62,34043,23589,7927,3,2165,0.481,28,3.84,1.443,0.734,0,1,synthetic_telecom_history,0.637,0.0,0.307,DECLINE
A00233,gig,0.832,0.902,0.876,39,44260,26106,13317,1,36516,0.646,19,4.4,1.695,0.87,0,0,none,0.122,0.0,0.121,APPROVE
A00234,gig,0.954,1.0,0.927,64,24654,9675,8816,0,16412,0.842,,4.48,2.548,0.96,0,0,none,0.069,0.083,0.044,APPROVE
A00235,gig,0.576,0.7,0.79,45,29504,25598,5753,2,18271,,16,3.77,1.153,0.689,0,0,none,0.191,0.083,0.277,DECLINE
A00236,self_employed,0.95,0.808,0.834,,101220,54978,32910,1,10631,0.712,38,4.19,1.841,0.864,0,0,none,0.075,0.083,0.151,APPROVE
A00237,gig,0.753,0.84,0.985,29,23075,13335,,1,21292,0.833,19,4.5,1.73,0.859,1,0,none,0.149,0.083,0.22,DECLINE
A00238,gig,0.922,0.838,0.976,32,79250,,28625,0,73576,0.729,46,4.69,,0.912,0,0,none,0.104,0.083,0.077,APPROVE
A00239,gig,0.851,0.802,1.0,74,22268,14255,10901,,,0.831,,4.37,1.562,0.884,0,1,synthetic_telecom_history,0.632,0.25,0.12,APPROVE
A00240,gig,0.804,,0.776,,36939,34820,11120,0,30514,0.631,34,4.47,1.061,0.79,0,0,none,0.097,0.167,0.152,APPROVE
A00241,gig,0.865,0.778,0.883,40,46629,33176,16484,0,34514,0.955,35,4.63,1.406,0.842,0,0,none,0.072,0.0,0.098,APPROVE
A00242,self_employed,0.871,0.853,0.983,56,38823,21252,12343,0,5734,0.757,,4.54,1.827,0.903,0,0,none,0.037,0.083,0.086,APPROVE
A00243,self_employed,0.872,0.871,0.897,61,24383,11195,3699,,0,0.691,0,,2.178,0.88,0,0,none,0.039,0.167,0.138,APPROVE
A00244,gig,0.776,0.777,0.865,47,73128,55985,21423,3,60099,0.604,,4.27,1.306,0.806,0,0,none,0.108,0.083,0.228,DECLINE
A00245,gig,0.696,0.734,0.862,23,38416,26734,8236,2,31430,0.662,,4.29,1.437,0.764,0,0,none,0.07,0.083,0.164,REFER
A00246,salaried,0.864,0.819,0.892,,47601,18966,20098,0,,0.728,0,,2.51,0.858,0,0,none,0.073,0.25,0.109,APPROVE
A00247,self_employed,0.745,0.73,0.736,66,21846,12069,8458,2,5038,0.588,25,4.15,1.81,0.737,0,0,none,0.191,0.0,0.255,DECLINE
A00248,self_employed,0.833,0.906,0.894,78,17006,8926,1993,1,5315,0.612,25,4.51,1.905,0.877,0,0,none,0.126,0.0,0.158,APPROVE
A00249,salaried,0.772,0.891,0.877,76,80771,69199,26839,1,20298,0.783,17,4.08,1.167,0.847,0,0,none,0.051,0.0,0.119,APPROVE
A00250,self_employed,0.853,0.828,0.826,25,16770,12129,7779,1,560,0.648,0,,1.383,0.836,0,0,none,0.084,0.083,0.129,APPROVE
A00251,gig,0.828,0.869,0.9,33,26036,17782,5040,0,22808,0.74,,4.65,1.464,0.866,0,0,none,0.05,0.083,0.138,APPROVE
A00252,salaried,0.824,0.908,0.869,47,39084,32573,12821,0,4334,0.651,45,4.46,1.2,0.867,0,0,none,0.057,0.0,0.094,APPROVE
A00253,gig,0.859,0.823,0.89,31,41586,,18793,0,32723,0.766,53,4.79,,0.857,0,0,none,0.087,0.083,0.12,APPROVE
A00254,salaried,0.774,0.791,0.822,28,20156,8605,11628,,4670,0.43,27,4.07,2.342,0.795,0,0,none,0.033,0.083,0.174,REFER
A00255,self_employed,1.0,0.886,0.826,26,53852,24919,15395,0,4501,0.872,28,4.74,2.161,0.904,0,1,inflated_income,0.48,0.0,0.129,APPROVE
A00256,salaried,0.916,0.875,0.836,31,44853,34366,15184,1,8068,0.617,38,4.36,1.305,0.876,0,0,none,0.172,0.0,0.177,REFER
A00257,salaried,0.834,0.736,0.856,89,34404,14102,16281,2,6772,0.608,54,4.6,2.44,0.809,0,0,none,0.018,0.0,0.131,APPROVE
A00258,self_employed,0.874,0.737,0.878,44,38852,25720,12422,1,3145,0.575,26,4.71,1.511,0.829,0,0,none,0.068,0.0,0.118,APPROVE
A00259,self_employed,0.849,0.795,0.899,48,55915,21622,21786,1,13508,0.63,35,4.87,2.586,0.848,0,0,none,0.038,0.0,0.096,APPROVE
A00260,gig,,,0.948,27,41630,28692,18324,0,42321,0.855,41,4.23,1.451,0.948,0,0,none,0.079,0.167,0.131,APPROVE
A00261,gig,0.908,0.908,0.936,73,62035,40991,12010,2,44374,0.864,29,4.16,1.513,0.917,0,0,none,0.056,0.0,0.07,APPROVE
A00262,self_employed,0.836,0.981,0.891,44,52011,26588,18542,0,0,0.826,0,,1.956,0.903,0,0,none,0.053,0.083,0.077,APPROVE
A00263,self_employed,0.704,0.622,0.77,30,22619,12602,6033,1,0,0.536,0,,1.795,0.699,2,0,none,0.243,0.083,0.318,DECLINE
A00264,salaried,0.866,0.805,0.93,38,43577,30639,12870,0,1081,0.614,0,,1.422,0.867,0,0,none,0.08,0.083,0.149,APPROVE
A00265,gig,0.829,0.755,0.818,35,33788,21053,12316,,25348,0.717,31,,1.605,0.801,0,0,none,0.048,0.167,0.213,REFER
A00266,self_employed,0.944,0.943,0.977,36,36542,21998,15529,0,8662,0.801,57,4.6,1.661,0.955,0,0,none,0.05,0.0,0.081,APPROVE
A00267,gig,0.852,0.782,0.8,28,25544,13209,6772,1,22827,0.684,19,4.4,1.934,0.811,0,0,none,0.093,0.0,0.143,APPROVE
A00268,gig,0.761,0.84,0.906,59,32217,,13182,2,23575,0.847,20,4.61,,0.836,0,0,none,0.139,0.083,0.15,APPROVE
A00269,self_employed,0.806,0.843,0.831,25,56646,34259,14229,4,12939,0.632,39,3.87,1.653,0.826,0,0,none,0.141,0.0,0.129,APPROVE
A00270,salaried,,0.646,0.731,35,33702,19610,9080,2,1703,0.516,0,,1.719,0.688,0,0,none,0.092,0.167,0.22,DECLINE
A00271,self_employed,0.972,0.827,0.885,42,44801,27453,11403,0,7021,0.837,,4.77,1.632,0.894,0,0,none,0.127,0.083,0.089,APPROVE
A00272,salaried,0.672,0.84,0.688,51,23034,15524,2584,2,0,0.456,0,,1.484,0.733,0,0,none,0.131,0.083,0.302,DECLINE
A00273,self_employed,0.755,0.839,0.827,26,19244,12313,,0,1503,0.463,,,1.563,0.807,1,0,none,0.105,0.25,0.252,DECLINE
A00274,self_employed,0.757,,0.854,19,17518,12264,36,2,3916,0.543,38,4.39,1.428,0.806,0,0,none,0.078,0.083,0.262,DECLINE
A00275,self_employed,0.682,0.7,0.818,30,36950,19992,8099,2,1638,0.452,0,,1.848,0.733,0,0,none,0.142,0.083,0.199,REFER
A00276,gig,0.809,0.847,0.956,,53353,27112,22847,0,,0.856,33,4.62,1.968,0.871,0,0,none,0.109,0.167,0.085,APPROVE
A00277,gig,0.788,0.935,0.836,67,,29111,10401,,30297,0.767,38,4.51,,0.853,1,0,none,0.11,0.167,0.139,APPROVE
A00278,gig,0.768,0.887,0.823,47,23888,10912,9029,0,22162,0.872,24,4.61,2.189,0.826,0,0,none,0.115,0.0,0.138,APPROVE
A00279,salaried,0.952,0.906,0.986,42,47142,22045,15830,0,9807,0.78,37,4.84,2.138,0.948,0,0,none,0.046,0.0,0.082,APPROVE
A00280,gig,0.732,0.882,0.905,45,22759,15537,5805,0,16761,0.653,22,,1.465,0.84,0,0,none,0.128,0.083,0.167,REFER
A00281,gig,0.781,0.785,0.87,35,15263,8183,8163,1,12869,,32,4.54,1.865,0.812,1,0,none,0.192,0.083,0.18,REFER
A00282,gig,,0.729,0.846,,32564,24878,7746,1,29386,0.723,39,4.3,1.309,0.787,1,0,none,0.153,0.167,0.238,DECLINE
A00283,gig,0.588,0.713,0.774,19,21254,9867,3634,,17592,0.567,39,3.96,2.154,0.692,0,0,none,0.086,0.083,0.281,DECLINE
A00284,self_employed,0.677,0.75,0.795,44,38309,31069,5927,3,4753,0.384,26,4.03,1.233,0.741,0,0,none,0.106,0.0,0.242,DECLINE
A00285,self_employed,0.856,0.973,0.886,52,40565,32185,11368,1,0,0.68,,,1.26,0.905,0,0,none,0.071,0.167,0.099,APPROVE
A00286,salaried,0.871,0.948,0.886,,58568,29999,24396,1,11554,,26,,1.952,0.902,0,0,none,0.081,0.25,0.085,APPROVE
A00287,gig,1.0,0.87,0.972,46,62378,37809,22285,0,,0.76,51,4.62,1.65,0.947,0,0,none,0.023,0.083,0.047,APPROVE
A00288,self_employed,0.642,0.787,0.917,27,84304,58600,23624,1,14203,0.551,16,4.26,1.439,0.782,0,0,none,0.054,0.0,0.145,APPROVE
A00289,gig,0.886,1.0,1.0,83,21188,14125,11299,0,16886,0.951,25,4.54,1.5,0.962,0,1,synthetic_telecom_history,0.459,0.0,0.058,APPROVE
A00290,self_employed,0.652,0.916,0.904,47,41114,30875,12592,2,6609,0.689,15,,1.332,0.824,1,0,none,0.061,0.083,0.189,REFER
A00291,gig,0.648,,0.684,17,24680,13205,836,1,23187,0.471,21,3.74,1.869,0.666,0,0,none,0.169,0.083,0.324,DECLINE
A00292,gig,0.791,0.741,0.906,25,26760,15779,6118,2,19048,0.721,,4.32,1.696,0.813,0,0,none,0.108,0.083,0.161,APPROVE
A00293,gig,0.768,0.873,0.819,27,27977,20094,8537,1,16974,0.682,18,,1.392,0.82,0,0,none,0.082,0.083,0.161,APPROVE
A00294,self_employed,0.931,0.941,0.906,53,16011,11463,5702,1,1660,0.771,0,,1.397,0.926,0,0,none,0.042,0.083,0.094,APPROVE
A00295,self_employed,0.607,0.723,,29,26863,21045,8536,0,3675,0.596,15,4.01,1.276,0.665,0,0,none,0.131,0.083,0.224,DECLINE
A00296,salaried,0.692,,0.775,44,15089,10590,4324,2,161,0.646,0,,1.425,0.734,0,0,none,0.143,0.167,0.242,DECLINE
A00297,gig,0.839,0.84,0.815,102,34538,27621,13297,0,23103,0.77,36,,1.25,0.831,0,0,none,0.066,0.083,0.106,APPROVE
A00298,self_employed,0.89,1.0,0.904,20,43642,34984,16095,0,0,0.836,0,,1.247,0.931,3,0,none,0.175,0.083,0.072,APPROVE
A00299,self_employed,0.781,0.833,0.847,,30222,26290,12310,2,,0.495,49,3.94,1.15,0.821,1,0,none,0.137,0.167,0.234,DECLINE
A00300,self_employed,0.898,0.888,0.998,42,23895,11432,10868,0,0,0.835,0,,2.09,0.928,0,0,none,0.09,0.083,0.068,APPROVE
A00301,gig,0.862,0.977,0.85,28,26312,22462,12016,2,18916,0.747,20,4.37,1.171,0.897,0,0,none,0.032,0.0,0.123,APPROVE
A00302,self_employed,0.874,0.849,0.835,34,28438,13564,14036,1,4281,0.769,27,4.35,2.097,0.853,0,0,none,0.0,0.0,0.13,APPROVE
A00303,self_employed,0.875,0.786,0.851,40,56127,50005,15115,0,6410,0.617,39,4.17,1.122,0.837,0,0,none,0.034,0.0,0.144,APPROVE
A00304,gig,0.854,,0.947,35,49295,38227,14032,1,,0.646,24,4.36,1.29,0.901,0,0,none,0.067,0.167,0.083,APPROVE
A00305,salaried,,0.726,0.707,22,49206,34216,7075,1,676,0.424,0,,1.438,0.716,0,0,none,0.23,0.167,0.254,DECLINE
A00306,salaried,0.897,0.808,0.867,65,28492,11948,6861,1,6295,,27,4.22,2.385,0.857,0,0,none,0.027,0.083,0.109,APPROVE
A00307,gig,0.854,0.955,,94,52429,29891,18689,0,43770,,38,4.37,1.754,0.904,0,0,none,0.067,0.167,0.113,APPROVE
A00308,gig,0.659,0.691,,23,22919,21960,3702,2,17687,0.433,23,3.84,1.044,0.675,0,0,none,0.127,0.083,0.318,DECLINE
A00309,gig,1.0,1.0,0.904,61,20382,8749,9939,1,19371,0.785,48,4.65,2.33,0.968,0,0,none,0.149,0.0,0.046,APPROVE
A00310,gig,0.921,0.995,0.885,30,52982,28038,18638,0,44420,0.895,38,4.76,1.89,0.934,0,0,none,0.071,0.0,0.07,APPROVE
A00311,self_employed,0.761,0.768,0.88,42,32167,21445,7595,0,9982,0.528,30,4.04,1.5,0.803,0,0,none,0.017,0.0,0.13,APPROVE
A00312,gig,0.854,,0.682,52,51802,31640,14595,2,41217,0.507,,3.76,1.637,0.768,2,0,none,0.194,0.167,0.195,REFER
A00313,salaried,,0.97,0.904,39,29111,20967,10427,0,4382,0.918,33,4.54,1.388,0.937,0,0,none,0.0,0.083,0.098,APPROVE
A00314,gig,0.985,0.984,0.888,40,20375,12098,7399,0,17721,,32,4.66,1.684,0.952,0,0,none,0.068,0.083,0.045,APPROVE
A00315,gig,0.734,0.901,0.881,23,20314,14155,,4,16152,0.74,23,4.31,1.435,0.839,0,0,none,0.121,0.083,0.231,DECLINE
A00316,salaried,0.782,0.731,0.786,48,64809,52907,14775,5,13065,0.549,20,4.03,1.225,0.766,1,0,none,0.158,0.0,0.244,DECLINE
A00317,gig,,0.945,0.896,57,40892,25288,12867,1,31363,0.699,,4.55,1.617,0.921,0,0,none,0.075,0.167,0.102,APPROVE
A00318,self_employed,0.87,0.885,0.987,44,45946,29037,23200,2,7835,0.799,20,4.7,1.582,0.914,0,0,none,0.106,0.0,0.1,APPROVE
A00319,gig,0.784,0.84,0.846,29,30739,19594,6115,1,21485,0.721,,4.07,1.569,0.823,0,0,none,0.185,0.083,0.177,REFER
A00320,salaried,0.876,0.856,0.951,77,75086,55219,21726,1,3851,0.759,24,4.42,1.36,0.894,2,0,none,0.155,0.0,0.118,APPROVE
A00321,self_employed,0.689,0.73,0.766,48,40526,29798,6419,2,6146,0.444,14,3.82,1.36,0.728,0,0,none,0.152,0.0,0.293,DECLINE
A00322,gig,0.926,0.961,0.871,54,21036,14908,4940,0,18462,0.645,42,4.82,1.411,0.92,0,0,none,0.094,0.0,0.091,APPROVE
A00323,self_employed,0.838,0.816,0.888,30,18144,13059,11023,1,3304,0.683,34,4.55,1.389,0.847,0,0,none,0.148,0.0,0.131,APPROVE
A00324,gig,0.869,0.905,0.899,61,35209,25775,,0,31759,0.99,34,4.41,1.366,0.891,1,0,none,0.069,0.083,0.153,APPROVE
A00325,gig,0.875,0.886,0.957,46,42420,31052,15917,,39751,0.743,43,4.04,1.366,0.906,0,0,none,0.068,0.083,0.063,APPROVE
A00326,gig,0.555,0.686,0.693,19,35542,32585,5168,1,32164,0.521,34,3.96,1.091,0.645,0,0,none,0.105,0.0,0.332,DECLINE
A00327,gig,0.876,0.866,0.853,31,41898,25508,15484,0,34327,0.841,18,4.67,1.643,0.865,0,0,none,0.067,0.0,0.083,APPROVE
A00328,gig,0.446,0.656,0.744,,33055,18722,5331,1,21590,0.576,15,3.99,1.766,0.615,0,0,none,0.144,0.083,0.347,DECLINE
A00329,salaried,0.84,0.862,0.852,58,34796,20033,8839,0,4389,0.704,41,4.23,1.737,0.852,0,0,none,0.031,0.0,0.112,APPROVE
A00330,gig,0.92,0.858,0.887,33,40890,25001,18310,0,33211,0.761,24,4.53,1.635,0.889,0,0,none,0.032,0.0,0.111,APPROVE
A00331,gig,0.719,0.922,0.838,37,56772,41119,19661,0,53102,0.763,23,4.83,1.381,0.826,0,0,none,0.059,0.0,0.114,APPROVE
A00332,gig,0.735,0.719,0.883,53,53532,36673,13652,3,50021,0.622,,4.22,1.46,0.779,1,0,none,0.199,0.083,0.231,DECLINE
A00333,self_employed,0.717,,0.685,58,27197,18053,8049,2,3735,,36,4.02,1.506,0.701,0,0,none,0.132,0.167,0.206,REFER
A00334,salaried,0.923,0.942,1.0,50,54593,34121,20627,,2797,0.945,46,4.56,1.6,0.955,0,0,none,0.017,0.083,0.063,APPROVE
A00335,gig,1.0,0.977,0.969,77,18411,8771,9812,0,12362,0.917,35,4.66,2.099,0.982,0,0,none,0.02,0.0,0.051,APPROVE
A00336,salaried,0.919,0.872,,35,83961,46753,,0,5484,0.696,34,4.43,1.796,0.895,0,0,none,0.039,0.167,0.163,REFER
A00337,salaried,0.791,,0.842,74,60958,44074,17290,1,5883,0.535,18,4.44,1.383,0.816,0,0,none,0.104,0.083,0.206,REFER
A00338,gig,0.545,0.632,0.753,,23309,16876,2378,0,19376,0.466,28,3.78,1.381,0.643,0,0,none,0.114,0.083,0.306,DECLINE
A00339,self_employed,0.876,0.911,0.876,,16727,9629,7464,1,3320,0.674,26,4.34,1.737,0.887,0,0,none,0.017,0.083,0.119,APPROVE
A00340,gig,0.751,0.82,0.811,41,31416,20216,10106,1,24468,0.658,47,4.1,1.554,0.794,0,0,none,0.139,0.0,0.214,DECLINE
A00341,salaried,0.875,0.694,0.874,43,24343,10549,6988,0,7449,0.677,33,,2.308,0.815,0,0,none,0.077,0.083,0.15,APPROVE
A00342,gig,0.908,0.92,0.919,44,19689,10403,2359,0,18757,,31,4.65,1.893,0.916,0,0,none,0.097,0.083,0.113,APPROVE
A00343,gig,0.778,0.792,0.778,57,36259,25525,6223,2,25170,0.528,19,4.04,1.421,0.783,0,0,none,0.069,0.0,0.177,REFER
A00344,self_employed,0.823,0.92,0.843,34,35180,26746,12650,1,4871,0.638,31,4.67,1.315,0.862,1,0,none,0.115,0.0,0.126,APPROVE
A00345,gig,0.707,0.665,0.76,,23786,15986,3003,0,14868,0.522,28,3.67,1.488,0.71,0,0,none,0.115,0.083,0.249,DECLINE
A00346,salaried,0.842,0.767,0.973,51,29765,20657,8980,0,9250,0.623,46,4.39,1.441,0.861,0,0,none,0.134,0.0,0.104,APPROVE
A00347,salaried,0.958,0.883,0.9,44,66345,40886,25695,0,2616,0.726,28,4.77,1.623,0.914,0,0,none,0.061,0.0,0.065,APPROVE
A00348,gig,0.79,0.914,0.907,32,26118,12208,10340,1,22954,0.842,,4.43,2.139,0.87,0,0,none,0.008,0.083,0.111,APPROVE
A00349,salaried,0.769,,0.847,32,29471,18680,9788,0,1057,0.606,,,1.578,0.808,0,0,none,0.07,0.25,0.175,REFER
A00350,self_employed,0.754,0.807,0.768,59,19539,13448,6872,2,3616,0.58,27,4.37,1.453,0.777,0,0,none,0.104,0.0,0.218,DECLINE
A00351,salaried,0.834,0.923,0.927,73,26974,17223,5425,0,1935,0.748,0,,1.566,0.895,2,0,none,0.173,0.083,0.151,APPROVE
A00352,self_employed,0.774,,0.706,29,22700,11253,3426,4,3022,0.432,47,4.01,2.017,0.74,0,0,none,0.118,0.083,0.292,DECLINE
A00353,gig,0.499,0.698,0.638,43,15539,11279,931,3,,0.503,30,3.81,1.378,0.612,0,0,none,0.201,0.083,0.416,DECLINE
A00354,gig,0.796,0.84,0.881,44,17129,9446,3844,0,,0.823,42,4.45,1.813,0.839,0,0,none,0.054,0.083,0.161,APPROVE
A00355,salaried,0.789,0.856,0.929,34,20479,14069,4936,2,1092,0.529,0,,1.456,0.858,0,0,none,0.098,0.083,0.159,APPROVE
A00356,gig,0.739,0.705,0.735,44,,26550,14491,2,27167,0.566,15,4.05,,0.727,0,0,none,0.161,0.083,0.3,DECLINE
A00357,salaried,0.985,0.886,0.909,34,30720,19647,8013,0,109,,0,,1.564,0.927,0,0,none,0.088,0.167,0.05,APPROVE
A00358,gig,0.869,0.783,0.951,39,26669,20531,11771,0,18623,0.958,27,4.45,1.299,0.868,3,0,none,0.21,0.0,0.083,APPROVE
A00359,gig,0.817,0.973,,30,34170,22069,11214,0,24655,,49,4.66,1.548,0.895,0,0,none,0.054,0.167,0.109,APPROVE
A00360,self_employed,0.875,0.857,0.788,43,13333,10550,5920,0,1137,0.586,0,,1.264,0.84,0,0,none,0.086,0.083,0.159,APPROVE
A00361,gig,1.0,1.0,0.951,24,12600,7521,4945,0,8816,0.844,38,4.73,1.675,0.984,0,0,none,0.012,0.0,0.071,APPROVE
